movie_display_name,movie_production_year,movie_odid,movie_financial_summary_production_budget,movie_financial_summary_domestic_box_office,movie_financial_summary_international_box_office,production_date_year,movie_creative_type_display_name,movie_source_display_name,movie_production_method_display_name,movie_genre_display_name,movie_sequel,movie_running_time
Bad Company,2002,18700100,70000000,30157016,39000000,2002-01-01,Contemporary Fiction,Original Screenplay,Live Action,Action,0,
Hart's War,2002,26100100,70000000,19076815,14000000,2002-01-01,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,
Dracula Untold,2014,142980100,70000000,55991880,160830062,2014-01-01,Fantasy,Based on Fiction Book/Short Story,Live Action,Action,0,92
Rock of Ages,2011,144870100,70000000,38518613,22513319,2011-01-01,Contemporary Fiction,Based on Musical or Opera,Live Action,Musical,0,123
Alvin and the Chipmunks: The Squeakquel,2009,133160100,70000000,219614612,223868601,2009-01-01,Kids Fiction,Based on TV,Animation/Live Action,Comedy,1,89
Rollerball,2002,26230100,70000000,18990542,6861966,2002-01-01,Science Fiction,Remake,Live Action,Action,0,
Signs,2002,660100,70702619,227965690,180300000,2002-01-01,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,106
The Village,2004,3370100,71682975,114197520,143444114,2004-01-01,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,109
The Majestic,2001,19880100,72000000,27796042,9510292,2001-01-01,Historical Fiction,Original Screenplay,Live Action,Drama,0,152
Two Brothers,2004,26250100,72000000,18947630,43000000,2004-01-01,Kids Fiction,Original Screenplay,Live Action,Drama,0,
Doctor Dolittle 2,2001,3430100,72000000,112950721,63151000,2001-01-01,Kids Fiction,Remake,Live Action,Comedy,1,87
Jarhead,2005,8280100,72000000,62647540,34300000,2005-01-01,Dramatization,Based on Fiction Book/Short Story,Live Action,Drama,0,122
Driven,2001,17440100,72000000,32616869,22000000,2001-01-01,Contemporary Fiction,Original Screenplay,Live Action,Action,0,
Funny People,2009,10450100,72500000,51855045,20025260,2009-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,146
The Kingdom,2007,11690100,72500000,47467250,39042352,2007-01-01,Contemporary Fiction,Original Screenplay,Live Action,Action,0,111
The Simpsons Movie,2007,1140100,72500000,183135014,343936008,2007-01-01,Contemporary Fiction,Based on TV,Digital Animation,Comedy,0,86
Fool's Gold,2008,7050100,72500000,70231041,39131925,2008-01-01,Contemporary Fiction,Original Screenplay,Live Action,Adventure,0,
Talladega Nights: The Ballad of Ricky Bobby,2006,1870100,73000000,148213377,14657148,2006-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,104
The SpongeBob Movie: Sponge Out of Water,2014,173390100,74000000,162994032,148600000,2014-01-01,Kids Fiction,Based on TV,Animation/Live Action,Comedy,0,93
Minions,2014,180630100,74000000,336045770,827576432,2014-01-01,Kids Fiction,Spin-Off,Digital Animation,Comedy,0,91
Hollywood Homicide,2003,18660100,75000000,30207785,20201968,2003-01-01,Contemporary Fiction,Original Screenplay,Live Action,Action,0,115
Monster House,2006,6580100,75000000,73661010,67606360,2006-01-01,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,91
Tears of the Sun,2003,12720100,75000000,43632458,42000000,2003-01-01,Contemporary Fiction,Original Screenplay,Live Action,Action,0,109
Madagascar,2005,1020100,75000000,193166575,362964045,2005-01-01,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,86
Dreamgirls,2006,3960100,75000000,103365956,51600000,2006-01-01,Historical Fiction,Based on Musical or Opera,Live Action,Musical,0,130
Flight of the Phoenix,2004,24420100,75000000,21009180,13000000,2004-01-01,Historical Fiction,Remake,Live Action,Adventure,0,113
Charlie Wilson's War,2007,7580100,75000000,66661095,52851676,2007-01-01,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,97
Grown Ups,2010,115100100,75000000,162001186,110222244,2010-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,102
Lady in the Water,2006,13140100,75000000,42285169,30500000,2006-01-01,Fantasy,Original Screenplay,Live Action,Drama,0,110
Hairspray,2007,3130100,75000000,118871849,84000000,2007-01-01,Historical Fiction,Remake,Live Action,Musical,0,115
Immortals,2011,139580100,75000000,83504017,128058418,2011-01-01,Fantasy,Based on Folk Tale/Legend/Fairytale,Live Action,Action,0,110
Now You See Me,2013,169360100,75000000,117723989,234000000,2013-01-01,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,116
Hostage,2005,16410100,75000000,34636443,43000000,2005-01-01,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Action,0,
Killers,2009,109100100,75000000,47059963,48512786,2009-01-01,Contemporary Fiction,Original Screenplay,Live Action,Action,0,100
Shark Tale,2004,1630100,75000000,161412000,210505043,2004-01-01,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,90
Hotel for Dogs,2009,6630100,75000000,73034460,45196303,2009-01-01,Kids Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,0,100
Ice Age: The Meltdown,2006,1000100,75000000,195330621,456568661,2006-01-01,Kids Fiction,Original Screenplay,Digital Animation,Adventure,1,91
Sucker Punch,2011,109460100,75000000,36392502,53365887,2011-01-01,Fantasy,Original Screenplay,Live Action,Action,0,110
Spanglish,2004,13210100,75000000,42044321,12300000,2004-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,133
The Man From U.N.C.L.E.,2015,204270100,75000000,45445109,60000000,2015-01-01,Historical Fiction,Based on TV,Live Action,Action,0,106
Wanted,2008,2400100,75000000,134327125,207907909,2008-01-01,Science Fiction,Based on Comic/Graphic Novel,Live Action,Action,0,110
The Terminal,2004,6150100,75000000,77073959,141600000,2004-01-01,Dramatization,Based on Real Life Events,Live Action,Drama,0,128
50 First Dates,2004,2990100,75000000,120776832,75547664,2004-01-01,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,96
Be Cool,2005,9580100,75000000,55849401,39094616,2005-01-01,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,1,
Munich,2005,11720100,75000000,47379090,84113682,2005-01-01,Dramatization,Based on Real Life Events,Live Action,Drama,0,164
Bandits,2001,13420100,75000000,41523271,30000000,2001-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,
Constantine,2005,6270100,75000000,75500759,145618733,2005-01-01,Contemporary Fiction,Based on Comic/Graphic Novel,Live Action,Action,0,
Children of Men,2006,15960100,76000000,35327768,34301012,2006-01-01,Science Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,109
Despicable Me 2,2013,163140100,76000000,368065385,606808379,2013-01-01,Kids Fiction,Original Screenplay,Digital Animation,Comedy,1,98
2 Fast 2 Furious,2003,129840100,76000000,127120058,109290549,2003-01-01,Contemporary Fiction,Based on Factual Book/Article,Live Action,Action,1,107
A Beautiful Mind,2001,1440100,78000000,170708996,146959062,2001-01-01,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,134
Exorcist: The Beginning,2004,13320100,78000000,41814863,2142678,2004-01-01,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Horror,1,114
The League of Extraordinary Gentlemen,2003,7620100,78000000,66465204,112800000,2003-01-01,Super Hero,Based on Comic/Graphic Novel,Live Action,Adventure,0,110
Hidalgo,2004,7430100,78000000,67286731,40049927,2004-01-01,Historical Fiction,Original Screenplay,Live Action,Western,0,
Cloudy with a Chance of Meatballs 2,2013,173870100,78000000,119793567,154599082,2013-01-01,Kids Fiction,Based on Fiction Book/Short Story,Digital Animation,Adventure,1,95
Red Dragon,2002,4710100,78000000,92955420,113500000,2002-01-01,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,124
Jack and Jill,2011,143860100,79000000,74158157,76361060,2011-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,90
Journey 2: The Mysterious Island,2011,161720100,79000000,103860290,214285872,2011-01-01,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure,1,52
Over the Hedge,2006,1730100,80000000,155019340,188377907,2006-01-01,Kids Fiction,Based on Comic/Graphic Novel,Digital Animation,Comedy,0,84
Bedtime Stories,2008,3590100,80000000,110101975,111366960,2008-01-01,Fantasy,Original Screenplay,Live Action,Comedy,0,99
The Time Machine,2002,9410100,80000000,56684819,42298771,2002-01-01,Science Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0,
Fury,2014,190910100,80000000,85755593,126000000,2014-01-01,Historical Fiction,Original Screenplay,Live Action,Drama,0,134
The Wild,2006,15160100,80000000,37384046,61626621,2006-01-01,Contemporary Fiction,Original Screenplay,Digital Animation,Adventure,0,82
The Invasion,2007,30170100,80000000,15074191,25072851,2007-01-01,Science Fiction,Remake,Live Action,Thriller/Suspense,0,99
Four Christmases,2008,3040100,80000000,120146040,48165518,2008-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,88
Alvin and the Chipmunks: Chipwrecked,2011,150770100,80000000,133107389,215981134,2011-01-01,Kids Fiction,Based on TV,Animation/Live Action,Comedy,1,87
Pompeii,2012,115430100,80000000,23169033,85300000,2012-01-01,Historical Fiction,Original Screenplay,Live Action,Drama,0,102
Yogi Bear,2010,129110100,80000000,100246011,104528679,2010-01-01,Kids Fiction,Based on TV,Animation/Live Action,Adventure,0,80
Eagle Eye,2008,4130100,80000000,101440743,76625826,2008-01-01,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,117
The Legend of Zorro,2005,12190100,80000000,45356386,95900000,2005-01-01,Historical Fiction,Remake,Live Action,Adventure,1,126
A Sound of Thunder,2005,56420100,80000000,1900451,4400000,2005-01-01,Science Fiction,Based on Fiction Book/Short Story,Live Action,Action,0,
Swordfish,2001,7170100,80000000,69772969,77307444,2001-01-01,Contemporary Fiction,Original Screenplay,Live Action,Action,0,97
Just Go With It,2010,143830100,80000000,103028109,111946844,2010-01-01,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,115
Surrogates,2009,107210100,80000000,38577772,81090578,2009-01-01,Science Fiction,Based on Comic/Graphic Novel,Live Action,Action,0,
Looney Tunes: Back in Action,2003,24530100,80000000,20950820,33589842,2003-01-01,Kids Fiction,Based on Short Film,Live Action,Comedy,0,
Zookeeper,2010,110870100,80000000,80360866,90444659,2010-01-01,Fantasy,Original Screenplay,Animation/Live Action,Romantic Comedy,0,101
Hotel Transylvania 2,2015,184100100,80000000,169700110,299684361,2015-01-01,Kids Fiction,Original Screenplay,Digital Animation,Comedy,1,89
Nine,2009,116330100,80000000,19676965,33831893,2009-01-01,Contemporary Fiction,Based on Musical or Opera,Live Action,Musical,0,118
The Road to Perdition,2002,3940100,80000000,104054514,79300000,2002-01-01,Historical Fiction,Based on Comic/Graphic Novel,Live Action,Drama,0,116
Bewitched,2005,8180100,80000000,62252415,67846147,2005-01-01,Fantasy,Based on TV,Live Action,Comedy,0,98
Robots,2005,2630100,80000000,128200012,132500000,2005-01-01,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,90
The Brothers Grimm,2005,14890100,80000000,37899638,67400000,2005-01-01,Fantasy,Original Screenplay,Live Action,Adventure,0,120
Grown Ups 2,2012,172360100,80000000,133668525,113355283,2012-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1,100
Timeline,2003,25760100,80000000,19480739,7222445,2003-01-01,Science Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0,
Cold Mountain,2003,4520100,80000000,95632614,69541295,2003-01-01,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,147
The Book of Eli,2010,121730100,80000000,94835059,63915758,2010-01-01,Science Fiction,Original Screenplay,Live Action,Action,0,118
Oceans,2010,128950100,80000000,19422319,67365211,2010-01-01,Factual,Based on Real Life Events,Live Action,Documentary,0,
The Hangover Part II,2011,111140100,80000000,254464305,332000000,2011-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1,102
Shutter Island,2009,107950100,80000000,128012934,171448848,2009-01-01,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,138
Arthur et les Minimoys,2006,30130100,80000000,15132763,98192980,2006-01-01,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure,0,
Daredevil,2003,4030100,80000000,102543518,80239000,2003-01-01,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,0,125
Spirit: Stallion of the Cimarron,2002,6610100,80000000,73215310,33300000,2002-01-01,Kids Fiction,Original Screenplay,Hand Animation,Adventure,0,84
The Day the Earth Stood Still,2008,5970100,80000000,79366978,153700000,2008-01-01,Science Fiction,Remake,Live Action,Adventure,0,103
Get Smart,2008,2560100,80000000,130319208,96420208,2008-01-01,Contemporary Fiction,Based on TV,Live Action,Comedy,0,110
The Pink Panther,2006,5570100,80000000,82226474,76700000,2006-01-01,Historical Fiction,,Live Action,Comedy,1,
Walking with Dinosaurs,2012,165950100,80000000,36076121,94504609,2012-01-01,Kids Fiction,Based on TV,Animation/Live Action,Adventure,0,87
The Last Witch Hunter,2015,212330100,80000000,27367660,103866746,2015-01-01,Fantasy,Original Screenplay,Live Action,Action,0,98
The Manchurian Candidate,2004,7690100,80000000,65948711,30200000,2004-01-01,Historical Fiction,Remake,Live Action,Thriller/Suspense,0,130
Lilo & Stitch,2002,1940100,80000000,145771527,100028473,2002-01-01,Kids Fiction,Original Screenplay,Hand Animation,Adventure,0,85
Something's Gotta Give,2003,2870100,80000000,124685242,142000000,2003-01-01,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,123
Déjà Vu,2006,8000100,80000000,64038616,117000000,2006-01-01,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,126
Evolution,2001,14620100,80000000,38311134,60030798,2001-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,
The Hunger Games,2011,147090100,80000000,408010692,269912687,2011-01-01,Science Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,142
Bruce Almighty,2003,570100,81000000,242704995,240768967,2003-01-01,Fantasy,Original Screenplay,Live Action,Comedy,0,102
The Expendables,2010,109820100,82000000,103068524,165199650,2010-01-01,Contemporary Fiction,Original Screenplay,Live Action,Action,0,103
The Longest Yard,2005,1660100,82000000,158119460,32201108,2005-01-01,Contemporary Fiction,Remake,Live Action,Comedy,0,113
Click,2006,2280100,82500000,137340146,100329456,2006-01-01,Fantasy,Original Screenplay,Live Action,Comedy,0,106
Hellboy II: The Golden Army,2008,6260100,82500000,75791785,84401560,2008-01-01,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,1,120
Jumper,2008,5870100,82500000,81168265,142468684,2008-01-01,Science Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0,88
Charlotte's Web,2006,5470100,82500000,82599768,61000000,2006-01-01,Fantasy,Based on Fiction Book/Short Story,Live Action,Drama,0,97
Scooby-Doo,2002,1790100,84000000,153294164,123000000,2002-01-01,Kids Fiction,Based on TV,Live Action,Comedy,0,86
RED 2,2013,169330100,84000000,53262560,83900000,2013-01-01,Contemporary Fiction,Based on Comic/Graphic Novel,Live Action,Action,1,116
It's Complicated,2009,116790100,85000000,112735375,111879369,2009-01-01,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,118
Cats & Dogs: The Revenge of Kitty Galore,2010,120660100,85000000,45539292,69440630,2010-01-01,Kids Fiction,Original Screenplay,Live Action,Comedy,1,82
Collateral Damage,2002,14020100,85000000,40048332,38305176,2002-01-01,Contemporary Fiction,Original Screenplay,Live Action,Action,0,
Safe House,2011,148540100,85000000,126181630,82360532,2011-01-01,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,114
Ocean's Thirteen,2007,3240100,85000000,117144465,194600000,2007-01-01,Contemporary Fiction,Remake,Live Action,Adventure,1,122
Enchanted,2007,2670100,85000000,127706877,212677264,2007-01-01,Fantasy,Original Screenplay,Animation/Live Action,Romantic Comedy,0,108
Happy Feet,2006,980100,85000000,198000317,187000000,2006-01-01,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,108
Tower Heist,2011,149490100,85000000,78046570,75441402,2011-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,104
Open Season,2006,5270100,85000000,84325668,106826899,2006-01-01,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,86
The Core,2003,18290100,85000000,31111260,43021371,2003-01-01,Science Fiction,Original Screenplay,Live Action,Action,0,137
Memoirs of a Geisha,2005,9330100,85000000,57010853,104500000,2005-01-01,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,137
The Rundown,2003,11640100,85000000,47641743,33190150,2003-01-01,Contemporary Fiction,Original Screenplay,Live Action,Action,0,
The Holiday,2006,8200100,85000000,63224849,141910324,2006-01-01,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,135
Ocean's Eleven,2001,1130100,85000000,183417150,267311379,2001-01-01,Contemporary Fiction,Remake,Live Action,Thriller/Suspense,0,116
Horton Hears a Who,2008,1750100,85000000,154529439,144948447,2008-01-01,Fantasy,Based on Fiction Book/Short Story,Digital Animation,Adventure,0,88
The Fast and the Furious: Tokyo Drift,2006,8290100,85000000,62514415,95178695,2006-01-01,Contemporary Fiction,Based on Factual Book/Article,Live Action,Action,1,
Mirror Mirror,2012,161110100,85000000,64935167,108678315,2012-01-01,Fantasy,Based on Folk Tale/Legend/Fairytale,Live Action,Adventure,0,95
I Now Pronounce You Chuck and Larry,2007,3060100,85000000,119725280,65983182,2007-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,115
Zodiac,2007,17120100,85000000,33080084,50000000,2007-01-01,Dramatization,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,158
The Bourne Supremacy,2004,1330100,85000000,176087450,112500000,2004-01-01,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,1,108
Showtime,2002,14830100,85000000,37948765,41000000,2002-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,95
Enemy at the Gates,2001,10550100,85000000,51396781,45574512,2001-01-01,Historical Fiction,Based on Real Life Events,Live Action,Drama,0,131
Scott Pilgrim vs. The World,2010,137510100,85000000,31524275,16445448,2010-01-01,Contemporary Fiction,Based on Comic/Graphic Novel,Live Action,Comedy,0,112
Divergent,2014,180590100,85000000,150947895,125067070,2014-01-01,Science Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0,140
Arthur Christmas,2011,129170100,85000000,46462469,103254655,2011-01-01,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,100
Hotel Transylvania,2011,114290100,85000000,148313048,230192764,2011-01-01,Kids Fiction,Original Screenplay,Digital Animation,Comedy,0,91
Fast & Furious,2009,1720100,85000000,155064265,208000000,2009-01-01,Contemporary Fiction,Based on Factual Book/Article,Live Action,Action,1,107
Seabiscuit,2003,3020100,86000000,120197488,28437488,2003-01-01,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,140
Hannibal,2001,1530100,87000000,165091986,185008014,2001-01-01,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Horror,0,131
Fantastic Four,2005,1740100,87500000,154695569,176021000,2005-01-01,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,0,106
Cinderella Man,2005,8370100,88000000,61649911,43371577,2005-01-01,Dramatization,Based on Real Life Events,Live Action,Drama,0,144
K-19: The Widowmaker,2002,16140100,90000000,35168966,30547160,2002-01-01,Dramatization,Based on Fiction Book/Short Story,Live Action,Action,0,138
King Arthur,2004,10440100,90000000,51877963,152000000,2004-01-01,Historical Fiction,Based on Folk Tale/Legend/Fairytale,Live Action,Adventure,0,126
Sherlock Holmes,2009,126600100,90000000,209028679,289409533,2009-01-01,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0,133
The Nutcracker in 3D,2010,143780100,90000000,195459,20270557,2010-01-01,Kids Fiction,Based on Ballet,Animation/Live Action,Musical,0,108
Atlantis: The Lost Empire,2001,5340100,90000000,84052762,101996258,2001-01-01,Kids Fiction,Based on Fiction Book/Short Story,Hand Animation,Adventure,0,96
The Girl with the Dragon Tattoo,2011,139640100,90000000,102515793,136858177,2011-01-01,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,160
Artificial Intelligence: AI,2001,6040100,90000000,78616689,157283311,2001-01-01,Science Fiction,Based on Fiction Book/Short Story,Animation/Live Action,Drama,0,145
The Haunted Mansion,2003,6300100,90000000,75817994,79932634,2003-01-01,Kids Fiction,Based on Theme Park Ride,Live Action,Comedy,0,
Rio,2011,114300100,90000000,143619809,343900000,2011-01-01,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,96
The Three Musketeers,2011,140650100,90000000,20374484,119500000,2011-01-01,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0,102
Conan the Barbarian,2010,139070100,90000000,21295021,42061112,2010-01-01,Fantasy,Based on Fiction Book/Short Story,Live Action,Action,0,112
Percy Jackson: Sea of Monsters,2013,168860100,90000000,68559554,132300000,2013-01-01,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure,1,105
Ice Age: Dawn of the Dinosaurs,2009,1010100,90000000,196573705,663128152,2009-01-01,Kids Fiction,Original Screenplay,Digital Animation,Adventure,1,93
Valkyrie,2008,5440100,90000000,83077762,120824345,2008-01-01,Dramatization,Based on Real Life Events,Live Action,Thriller/Suspense,0,120
The Departed,2006,2450100,90000000,132384315,157276304,2006-01-01,Contemporary Fiction,Remake,Live Action,Drama,0,151
You Don't Mess With the Zohan,2008,4380100,90000000,100018837,102892154,2008-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,113
Alvin and the Chipmunks: The Road Chip,2013,193110100,90000000,85865462,149169207,2013-01-01,Kids Fiction,Based on TV,Animation/Live Action,Adventure,1,86
Rush Hour 2,2001,690100,90000000,226164286,121261546,2001-01-01,Contemporary Fiction,Original Screenplay,Live Action,Action,1,90
Tropic Thunder,2008,3560100,90000000,110461307,80629943,2008-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,106
Lara Croft: Tomb Raider: The Cradle of Life,2003,7720100,90000000,65653758,91439185,2003-01-01,Contemporary Fiction,Based on Game,Live Action,Adventure,1,117
Spy Game,2001,8330100,90000000,62362560,80687000,2001-01-01,Contemporary Fiction,Original Screenplay,Live Action,Action,0,127
The Interpreter,2005,6670100,90000000,72515360,90045676,2005-01-01,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,128
Pixels,2013,170460100,90000000,78747585,165378715,2013-01-01,Science Fiction,Based on Short Film,Live Action,Comedy,0,105
The Secret Life of Walter Mitty,2012,142640100,91000000,58236838,130300000,2012-01-01,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,0,114
The Incredibles,2004,440100,92000000,261441092,353285660,2004-01-01,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,115
A Good Day to Die Hard,2012,142430100,92000000,67349198,236900000,2012-01-01,Contemporary Fiction,Original Screenplay,Live Action,Action,1,98
The Alamo,2004,23360100,92000000,22406362,1505000,2004-01-01,Dramatization,Based on Real Life Events,Live Action,Western,0,
The Spiderwick Chronicles,2008,6890100,92500000,71195053,91644614,2008-01-01,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure,0,96
Rise of the Planet of the Apes,2011,140550100,93000000,176760185,306100000,2011-01-01,Science Fiction,Remake,Animation/Live Action,Adventure,0,120
Jurassic Park III,2001,1190100,93000000,181166115,184733885,2001-01-01,Science Fiction,Based on Fiction Book/Short Story,Animation/Live Action,Action,1,93
Lara Croft: Tomb Raider,2001,2510100,94000000,131144183,142186002,2001-01-01,Contemporary Fiction,Based on Game,Live Action,Adventure,0,100
The Lord of the Rings: The Two Towers,2002,150100,94000000,342548984,592154195,2002-01-01,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure,1,179
The Lord of the Rings: The Return of the King,2003,110100,94000000,377845905,763562762,2003-01-01,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure,1,201
Finding Nemo,2003,160100,94000000,380529370,555900000,2003-01-01,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,100
Percy Jackson & the Olympians: The Lightning Thief,2010,107550100,95000000,88768303,134282571,2010-01-01,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure,0,119
The Lovely Bones,2009,125100100,95000000,44028238,50780216,2009-01-01,Fantasy,Based on Fiction Book/Short Story,Live Action,Drama,0,135
Ice Age: Continental Drift,2012,153070100,95000000,161321843,718443294,2012-01-01,Fantasy,Original Screenplay,Digital Animation,Adventure,1,87
Unstoppable,2010,121650100,95000000,81562942,87948667,2010-01-01,Dramatization,Based on Real Life Events,Live Action,Action,0,98
Sex and the City 2,2010,104560100,95000000,95347692,199333086,2010-01-01,Contemporary Fiction,Based on TV,Live Action,Comedy,1,
Seventh Son,2014,164120100,95000000,17223265,93400000,2014-01-01,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure,0,102
Cinderella,2014,194130100,95000000,201151353,333400000,2014-01-01,Fantasy,Based on Folk Tale/Legend/Fairytale,Live Action,Drama,0,105
Black Hawk Down,2001,3670100,95000000,108638745,51052340,2001-01-01,Dramatization,Based on Fiction Book/Short Story,Live Action,Action,0,144
The Campaign,2011,162080100,95000000,86907746,18000000,2011-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,85
Gangs of New York,2002,6100100,97000000,77730500,105394121,2002-01-01,Historical Fiction,Original Screenplay,Live Action,Drama,0,155
The Mummy Returns,2001,920100,98000000,202007640,233032755,2001-01-01,Fantasy,Remake,Live Action,Adventure,1,129
The Peanuts Movie,2015,182820100,99000000,130178411,114600000,2015-01-01,Kids Fiction,Based on Comic/Graphic Novel,Digital Animation,Comedy,0,89
Planet of the Apes,2001,1220100,100000000,180011740,182200000,2001-01-01,Science Fiction,Remake,Live Action,Adventure,0,120
Jin líng shí san chai,2011,152950100,100000000,311434,93410000,2011-01-01,Historical Fiction,Original Screenplay,Live Action,Drama,0,141
Blood Diamond,2006,9180100,100000000,57377916,114000000,2006-01-01,Historical Fiction,Original Screenplay,Live Action,Action,0,143
The Tourist,2010,142280100,100000000,67631157,211100212,2010-01-01,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,102
The Expendables 2,2012,160040100,100000000,85028192,226951064,2012-01-01,Contemporary Fiction,Original Screenplay,Live Action,Action,1,103
Peter Pan,2003,11380100,100000000,48417850,46837635,2003-01-01,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure,0,113
Land of the Lost,2009,11210100,100000000,49438370,20110271,2009-01-01,Fantasy,Based on TV,Live Action,Comedy,0,102
The Other Guys,2010,128770100,100000000,119219978,51716492,2010-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,97
Hercules,2013,186700100,100000000,72688614,170700000,2013-01-01,Fantasy,Based on Folk Tale/Legend/Fairytale,Live Action,Action,0,97
Transcendence,2014,188460100,100000000,23022309,80016949,2014-01-01,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,119
Point Break,2015,207990100,100000000,28782481,99349090,2015-01-01,Contemporary Fiction,Remake,Live Action,Action,0,113
Surf's Up,2007,8860100,100000000,58867694,86528051,2007-01-01,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,
The Expendables 3,2014,193500100,100000000,39322544,170138834,2014-01-01,Contemporary Fiction,Original Screenplay,Live Action,Action,1,103
Cloudy with a Chance of Meatballs,2009,15990100,100000000,124870275,111957402,2009-01-01,Kids Fiction,Based on Fiction Book/Short Story,Digital Animation,Comedy,0,90
Harry Potter and the Chamber of Secrets,2002,430100,100000000,261987880,616991754,2002-01-01,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure,1,161
