,company,movie
20867,441,1402
20868,1423,1402
20869,7295,1402
20870,12485,1402
20871,1239,2805
20872,1240,2805
20873,1241,2805
20874,306,9293
20875,444,9293
20876,445,9293
20877,7741,9293
20878,7742,9293
20879,4171,9906
20880,6194,9906
20881,84419,9906
20882,89136,9906
20883,6194,43597
20884,13407,31032
20885,12009,51857
20886,12986,145899
20887,35,1948
20888,126,1948
20889,2152,1948
20890,11152,1948
20891,78,148
20892,95799,9951
20893,83,77221
20894,6370,77221
20895,20395,77221
20896,60229,77221
20897,72917,77221
20898,28205,77250
20899,6544,52452
20900,6546,52452
20901,972,5289
20902,1171,5289
20903,1896,5289
20904,5357,5289
20905,21869,5289
20906,26144,5289
20907,26146,5289
20908,26147,5289
20909,14,9782
20910,307,9782
20911,1615,9782
20912,4,9907
20913,2348,9907
20914,24955,9907
20915,753,42501
20916,1497,42501
20917,1548,42501
20918,12111,42501
20919,6,27203
20920,306,63618
20921,306,35921
20922,13630,35921
20923,11382,15696
20924,14029,15696
20925,306,19017
20926,12611,19017
20927,5,42756
20928,5669,37929
20929,491,9762
20930,2378,9762
20931,9195,9762
20932,74192,9762
20933,5,14113
20934,497,14113
20935,7169,15049
20936,88298,15049
20937,6,86604
20938,3033,21712
20939,11671,21712
20940,4794,15414
20941,7817,15414
20942,34997,15414
20943,34998,15414
20944,34999,15414
20945,35000,15414
20946,35001,15414
20947,35002,15414
20948,446,7859
20949,2290,7859
20950,2291,7859
20951,2292,7859
20952,2293,7859
20953,2294,7859
20954,311,16998
20955,848,16998
20956,866,16998
20957,2280,16998
20958,5358,16998
20959,6586,16998
20960,11246,16998
20961,18367,16998
20962,23677,16998
20963,4408,25645
20964,12669,58311
20965,3618,39776
20966,13660,39776
20967,11561,11559
20968,8411,31513
20969,2521,10348
20970,2734,10348
20971,6194,26718
20972,1789,1023
20973,8411,59964
20974,19599,71436
20975,988,2168
20976,28640,2168
20977,2373,10118
20978,4000,10118
20979,8411,10118
20980,11201,10118
20981,33,9788
20982,159,9788
20983,8981,14174
20984,13439,14174
20985,60,11689
20986,1818,11689
20987,11754,11689
20988,4079,14893
20989,48819,14893
20990,6,33813
20991,726,1540
20992,2532,26502
20993,1187,1491
20994,11345,1491
20995,12260,1491
20996,25432,1491
20997,52740,1491
20998,6194,34233
20999,8411,33792
21000,11770,33792
21001,3245,51601
21002,6194,51601
21003,225,1165
21004,247,1165
21005,258,1165
21006,866,1165
21007,1178,1165
21008,5358,1165
21009,10843,1165
21010,16804,1165
21011,9,7291
21012,314,7291
21013,2490,7291
21014,3823,7291
21015,5358,7291
21016,6301,7291
21017,10891,7291
21018,2773,9988
21019,12,24115
21020,2,11652
21021,507,13816
21022,2813,13816
21023,7429,13816
21024,6194,34006
21025,393,22238
21026,2167,22238
21027,10793,22238
21028,79929,22238
21029,8857,4913
21030,26467,4913
21031,26468,4913
21032,26469,4913
21033,6194,63848
21034,16773,63848
21035,4,43006
21036,82939,43006
21037,4006,19072
21038,83409,19072
21039,2159,44892
21040,15398,15265
21041,8411,25599
21042,356,11227
21043,6896,11227
21044,6730,29589
21045,2159,33810
21046,2159,43841
21047,2935,14597
21048,831,9708
21049,1063,9708
21050,1088,9708
21051,4741,9708
21052,6194,9708
21053,10254,9708
21054,10405,9708
21055,10885,9708
21056,20453,9708
21057,2894,14351
21058,2895,14351
21059,2896,14351
21060,769,9813
21061,3614,39382
21062,10510,39382
21063,113,271
21064,115,271
21065,3221,271
21066,6181,271
21067,12984,271
21068,6181,35327
21069,7937,49940
21070,2302,22471
21071,4521,22471
21072,4522,22471
21073,4523,22471
21074,4524,22471
21075,225,1116
21076,707,1116
21077,744,1116
21078,1898,1116
21079,2274,1116
21080,2452,1116
21081,3012,1116
21082,5267,1116
21083,7680,1116
21084,12695,1116
21085,12696,1116
21086,19929,1116
21087,19930,1116
21088,19931,1116
21089,19932,1116
21090,19933,1116
21091,6,29966
21092,12111,43231
21093,12549,43231
21094,19753,43231
21095,306,61564
21096,4,50070
21097,37673,37628
21098,77733,55343
21099,892,5072
21100,1854,5072
21101,2268,5072
21102,2395,5072
21103,2452,5072
21104,8874,5072
21105,104,2566
21106,147,2566
21107,10146,1249
21108,127,9954
21109,306,43829
21110,20823,171771
21111,126,7511
21112,54502,7511
21113,1059,32687
21114,3935,14057
21115,4732,13075
21116,306,7512
21117,20992,7512
21118,684,1963
21119,822,1963
21120,4,58905
21121,370,10846
21122,306,32969
21123,508,1381
21124,6194,1381
21125,6438,1381
21126,7503,1381
21127,10104,1381
21128,183,15097
21129,885,15097
21130,1115,15097
21131,16804,15097
21132,3823,34068
21133,4606,34068
21134,5358,34068
21135,5869,34068
21136,16366,34068
21137,22684,34068
21138,4,43837
21139,3070,15374
21140,16340,15374
21141,16341,15374
21142,52263,15374
21143,3070,15242
21144,9,300
21145,591,300
21146,5358,300
21147,6586,300
21148,11911,300
21149,11912,300
21150,6194,31148
21151,2884,16411
21152,5686,16411
21153,51469,16411
21154,51470,16411
21155,39955,44046
21156,39956,44046
21157,60,52859
21158,1281,52859
21159,10096,52859
21160,60,76117
21161,893,76117
21162,33,9676
21163,342,9676
21164,2982,9676
21165,4700,9676
21166,8769,9676
21167,10254,9676
21168,10885,9676
21169,22443,9676
21170,60,6948
21171,3135,6948
21172,24157,6948
21173,24159,6948
21174,24161,6948
21175,306,15213
21176,2885,15213
21177,4279,15213
21178,5,9766
21179,224,32761
21180,2675,12249
21181,28205,34127
21182,8366,390
21183,11143,390
21184,36229,390
21185,741,1595
21186,742,1595
21187,26469,1595
21188,744,1622
21189,2665,15742
21190,16016,15742
21191,16017,15742
21192,3118,43410
21193,24108,5721
21194,54599,5721
21195,54600,5721
21196,2527,41758
21197,7429,41758
21198,54278,41758
21199,51816,51079
21200,659,43122
21201,152,1579
21202,4564,1579
21203,9195,1579
21204,8411,65488
21205,289,9664
21206,3241,9664
21207,6277,9664
21208,6362,9664
21209,4,12094
21210,441,1717
21211,1208,1717
21212,7295,1717
21213,11317,1717
21214,23238,1717
21215,41047,15624
21216,60473,15624
21217,4285,15997
21218,1567,2753
21219,306,496
21220,20567,496
21221,2029,1417
21222,7470,1417
21223,11628,1417
21224,6,24751
21225,1836,4643
21226,1838,4643
21227,9195,4643
21228,10157,4643
21229,15763,4643
21230,2251,7484
21231,7405,9842
21232,14701,111642
21233,15269,27275
21234,25350,27275
21235,74029,27275
21236,829,1422
21237,5552,1422
21238,6194,1422
21239,7380,1422
21240,45778,1422
21241,12,10781
21242,1633,10781
21243,2481,10781
21244,23653,10781
21245,56620,10781
21246,1632,9794
21247,2268,9978
21248,7289,9978
21249,22514,9978
21250,5,30025
21251,3248,30025
21252,2966,14812
21253,5488,164687
21254,2051,8332
21255,2438,8332
21256,4,3593
21257,559,7510
21258,3760,28115
21259,2942,28297
21260,10330,28297
21261,3923,16548
21262,441,1975
21263,768,1975
21264,829,1975
21265,33,9895
21266,10210,9895
21267,306,8975
21268,4024,8975
21269,10339,8975
21270,1422,9672
21271,8802,9672
21272,11509,9672
21273,33617,9672
21274,3957,15005
21275,7508,42236
21276,85572,42236
21277,5,52360
21278,310,98498
21279,7573,98498
21280,27593,46774
21281,74,86
21282,75,86
21283,87144,78479
21284,2811,10070
21285,7405,10070
21286,48688,10070
21287,2835,13209
21288,12,1440
21289,716,1440
21290,2570,1440
21291,2742,13364
21292,8411,43847
21293,60,28932
21294,4880,28932
21295,769,18925
21296,5,77198
21297,43,1523
21298,245,1523
21299,284,1523
21300,698,1523
21301,2452,1523
21302,6705,1523
21303,20369,1523
21304,20370,1523
21305,8748,14201
21306,1615,1378
21307,1616,1378
21308,1617,1378
21309,33,9693
21310,655,9693
21311,11429,9693
21312,6194,1124
21313,9195,1124
21314,9996,1124
21315,27,3683
21316,56,3683
21317,171,3683
21318,6194,3683
21319,306,14012
21320,711,14012
21321,12194,14012
21322,8778,43673
21323,2396,14097
21324,5240,14097
21325,5975,14097
21326,16688,14097
21327,17962,14097
21328,22690,14097
21329,22691,14097
21330,201,59500
21331,2396,59500
21332,4606,59500
21333,5975,59500
21334,6690,59500
21335,7330,59500
21336,12046,59500
21337,28053,59500
21338,60650,59500
21339,74694,59500
21340,74695,59500
21341,12372,78507
21342,80588,78507
21343,2292,8194
21344,2341,8194
21345,3318,8194
21346,1990,6077
21347,2038,6077
21348,35,214
21349,2061,214
21350,23019,214
21351,932,1123
21352,5870,1123
21353,10163,1123
21354,9118,50573
21355,12364,36922
21356,2683,43071
21357,306,59087
21358,12,14620
21359,816,14620
21360,6363,14620
21361,6194,43884
21362,567,80427
21363,12502,80427
21364,14524,80427
21365,30553,80427
21366,54376,80427
21367,851,21156
21368,1083,21156
21369,3554,21156
21370,6242,21156
21371,26775,21156
21372,44592,21156
21373,56584,21156
21374,297,11619
21375,521,11619
21376,342,1427
21377,753,1427
21378,1208,1427
21379,2116,1427
21380,2875,1427
21381,5755,1427
21382,7956,1427
21383,33,23030
21384,11404,23030
21385,2,13767
21386,12626,13767
21387,19507,13767
21388,95593,13767
21389,1063,19109
21390,306,33218
21391,4328,24553
21392,1779,21057
21393,10342,21057
21394,20192,21057
21395,11043,68736
21396,95355,68736
21397,6194,67880
21398,5,35561
21399,15320,60567
21400,16748,4928
21401,438,27295
21402,3268,27295
21403,4657,27295
21404,61896,27295
21405,2679,12486
21406,6254,20785
21407,711,9726
21408,1645,9726
21409,6853,36215
21410,4,61650
21411,134,10093
21412,1224,10093
21413,20450,10093
21414,22927,10093
21415,22928,10093
21416,2265,14799
21417,288,13542
21418,564,13542
21419,1066,13542
21420,3324,13542
21421,5031,13542
21422,288,8588
21423,315,8588
21424,2254,8588
21425,2451,8588
21426,2452,8588
21427,4606,8588
21428,5766,8588
21429,23207,8588
21430,7576,36557
21431,11345,36557
21432,19481,36557
21433,2537,9836
21434,8089,9836
21435,33,9809
21436,130,7551
21437,1645,7551
21438,9195,7551
21439,308,10741
21440,2266,10741
21441,21856,10741
21442,508,9969
21443,10104,9969
21444,18479,9969
21445,89633,9969
21446,906,2357
21447,1092,2357
21448,41251,2357
21449,5,1581
21450,33,1581
21451,735,1581
21452,7295,1581
21453,306,21600
21454,163,313
21455,164,313
21456,308,7873
21457,15282,14823
21458,25794,14823
21459,25795,14823
21460,682,27387
21461,25433,27387
21462,33664,27387
21463,288,8324
21464,2030,8324
21465,2395,8324
21466,7046,29415
21467,12243,29415
21468,461,27019
21469,21505,27019
21470,76482,27019
21471,8411,85505
21472,3245,42822
21473,6194,42822
21474,18758,5698
21475,49830,36265
21476,12,2179
21477,12178,2179
21478,89197,39219
21479,21,47156
21480,1521,15152
21481,3517,14457
21482,3911,14457
21483,22901,14457
21484,306,76211
21485,306,38450
21486,70884,15804
21487,70885,15804
21488,3004,14978
21489,12,2447
21490,1143,2447
21491,12292,2447
21492,8411,10032
21493,846,9796
21494,2890,9796
21495,7420,9796
21496,22458,9796
21497,348,1372
21498,430,1372
21499,449,1372
21500,705,1372
21501,6194,1372
21502,7380,1372
21503,20938,1372
21504,33,22440
21505,6194,39554
21506,1314,17604
21507,3029,15077
21508,5632,15077
21509,2813,54910
21510,4,9986
21511,7311,9986
21512,289,2486
21513,306,2486
21514,444,2486
21515,445,2486
21516,711,2486
21517,1302,2486
21518,2735,2486
21519,5,1246
21520,497,1246
21521,696,1246
21522,8411,1246
21523,63550,43970
21524,79260,43970
21525,1246,18615
21526,6455,18615
21527,36650,18615
21528,4111,40574
21529,1441,13210
21530,1360,25060
21531,328,12795
21532,402,12795
21533,3129,16066
21534,3130,16066
21535,13,95797
21536,21,77966
21537,4,55819
21538,898,46948
21539,17411,46948
21540,441,97519
21541,306,43791
21542,16528,43791
21543,33818,82944
21544,741,14202
21545,1557,14202
21546,2297,14202
21547,2448,14202
21548,7999,14202
21549,11027,14202
21550,12259,14202
21551,12260,14202
21552,12261,14202
21553,12262,14202
21554,923,11170
21555,3528,11170
21556,4022,11170
21557,6194,11170
21558,3465,12924
21559,3756,12924
21560,60,30060
21561,5016,30060
21562,33,1247
21563,70,1247
21564,10210,1247
21565,4,1125
21566,27,1125
21567,415,1125
21568,744,8436
21569,15092,8436
21570,5228,14277
21571,64,33583
21572,1521,33583
21573,7508,33583
21574,215,1646
21575,216,1646
21576,20396,1646
21577,4319,58923
21578,1711,47143
21579,6916,47143
21580,11402,47143
21581,18367,47143
21582,74216,47143
21583,2277,7736
21584,373,1730
21585,747,1730
21586,5870,1730
21587,11608,1730
21588,11609,1730
21589,11610,1730
21590,31587,42241
21591,31588,42241
21592,31589,42241
21593,7281,20537
21594,2643,12812
21595,2713,12812
21596,5358,12812
21597,6301,12812
21598,6916,12812
21599,16923,12812
21600,18367,12812
21601,26614,12812
21602,284,8618
21603,288,8618
21604,2452,8618
21605,43,1259
21606,258,1259
21607,284,1259
21608,288,1259
21609,289,1259
21610,2452,1259
21611,3850,20842
21612,342,10908
21613,1647,10908
21614,7450,10908
21615,10208,10908
21616,45792,10908
21617,441,34943
21618,311,27067
21619,5358,27067
21620,5609,27067
21621,11434,27067
21622,11694,27067
21623,18367,27067
21624,23677,27067
21625,38038,27067
21626,48368,27067
21627,87493,27067
21628,248,9053
21629,5755,9053
21630,8068,9053
21631,12317,9053
21632,23238,9053
21633,37134,9053
21634,724,1494
21635,3667,13318
21636,6194,182
21637,14315,182
21638,70319,182
21639,5113,31048
21640,5114,31048
21641,5115,31048
21642,5116,31048
21643,27,1251
21644,56,1251
21645,171,1251
21646,6194,1251
21647,8411,43512
21648,7405,9656
21649,614,5393
21650,1632,5393
21651,1718,5393
21652,46875,5393
21653,1804,14171
21654,8411,14171
21655,8879,14171
21656,8880,14171
21657,8881,14171
21658,10254,14171
21659,10405,14171
21660,12,14396
21661,1309,1931
21662,288,13967
21663,104,9992
21664,854,9992
21665,2525,9992
21666,6896,9992
21667,3184,16371
21668,15055,19344
21669,15056,19344
21670,134,8275
21671,2365,8275
21672,2811,8275
21673,6858,8275
21674,1147,2433
21675,7025,2204
21676,10869,2204
21677,306,42567
21678,1976,26518
21679,14862,26518
21680,31302,26518
21681,53009,13771
21682,302,10810
21683,4290,10810
21684,10630,10810
21685,15878,10810
21686,36920,10810
21687,77305,10810
21688,441,1773
21689,534,11578
21690,7110,11578
21691,10882,11578
21692,12778,11578
21693,20994,11578
21694,10882,11972
21695,20999,11972
21696,21000,11972
21697,1615,38025
21698,14598,38025
21699,729,27095
21700,5358,27095
21701,6586,27095
21702,915,4283
21703,1611,4283
21704,11733,4283
21705,2248,7457
21706,1224,8398
21707,1268,8398
21708,2481,8398
21709,126,13551
21710,5330,13551
21711,19851,13551
21712,28617,36878
21713,75787,36878
21714,7817,19166
21715,6194,43470
21716,76,3549
21717,684,25648
21718,822,25648
21719,7201,6166
21720,18499,6166
21721,128,19629
21722,1212,56705
21723,4667,27337
21724,4668,27337
21725,4669,27337
21726,6194,78318
21727,208,37952
21728,238,37952
21729,317,37952
21730,850,37952
21731,2683,37952
21732,4606,37952
21733,5358,37952
21734,6916,37952
21735,7254,37952
21736,7255,37952
21737,11237,37952
21738,14677,37952
21739,26107,37952
21740,30388,37952
21741,30389,37952
21742,33152,37952
21743,33155,37952
21744,79032,37952
21745,1931,46919
21746,10221,1265
21747,23890,1265
21748,60611,1265
21749,2870,14137
21750,68353,14137
21751,3101,15689
21752,93224,27432
21753,1965,36877
21754,3012,14891
21755,4794,12547
21756,5381,12547
21757,12138,12547
21758,71445,12547
21759,882,25623
21760,5155,25623
21761,57719,13140
21762,24133,10758
21763,4369,22473
21764,4370,22473
21765,5070,74126
21766,3145,16138
21767,441,13668
21768,7295,13668
21769,33,7516
21770,694,7516
21771,7295,7516
21772,7419,7516
21773,10163,7516
21774,126,10075
21775,8411,10075
21776,12270,10075
21777,51851,10075
21778,51852,10075
21779,306,9760
21780,508,9760
21781,10104,9760
21782,23596,9760
21783,5,9966
21784,768,9966
21785,771,9966
21786,2779,9966
21787,3287,9966
21788,22039,9966
21789,33,1257
21790,12026,1257
21791,289,1248
21792,2979,1248
21793,6370,1248
21794,10308,1248
21795,16923,1248
21796,20394,1248
21797,20395,1248
21798,27,9757
21799,1302,9757
21800,2184,9757
21801,38797,56165
21802,881,90560
21803,76,5206
21804,6303,14761
21805,10254,1252
21806,10405,1252
21807,2,2062
21808,3,2062
21809,567,12580
21810,3560,12580
21811,9222,12580
21812,23492,12580
21813,109,40641
21814,5648,23544
21815,82610,23544
21816,1031,2266
21817,1032,2266
21818,1033,2266
21819,1861,5172
21820,2761,15962
21821,27,9965
21822,10105,9965
21823,49941,13127
21824,49942,13127
21825,49943,13127
21826,1216,34866
21827,41929,34866
21828,2844,37725
21829,4564,37725
21830,7419,37725
21831,28320,37725
21832,36346,37725
21833,306,40973
21834,3952,63460
21835,10310,63460
21836,3922,13517
21837,12228,22105
21838,12229,22105
21839,12230,22105
21840,12231,22105
21841,858,2016
21842,318,47200
21843,3623,47200
21844,16522,47200
21845,62611,47200
21846,70,17266
21847,4056,17266
21848,3564,9828
21849,5463,34038
21850,26043,74581
21851,2514,9958
21852,441,1250
21853,7295,1250
21854,11370,1250
21855,19551,1250
21856,20241,1250
21857,20475,1250
21858,20476,1250
21859,33,4169
21860,737,4169
21861,763,4169
21862,889,4169
21863,35,16555
21864,3096,16555
21865,79,11172
21866,97,11172
21867,10222,11172
21868,19813,11172
21869,12,3594
21870,1836,3594
21871,1838,3594
21872,4,10090
21873,215,10090
21874,216,10090
21875,306,10090
21876,7480,10090
21877,37845,10090
21878,89635,10090
21879,2315,7874
21880,2448,14845
21881,3577,14845
21882,17364,29965
21883,17365,29965
21884,4288,48215
21885,4749,48215
21886,4099,22485
21887,4100,22485
21888,67496,13393
21889,308,12271
21890,1305,12271
21891,21856,12271
21892,1602,40394
21893,1796,40394
21894,33467,40394
21895,6438,17919
21896,20357,17919
21897,20358,17919
21898,6359,13185
21899,6360,13185
21900,6361,13185
21901,10999,26655
21902,14091,42630
21903,16837,22172
21904,955,42721
21905,1679,27523
21906,12111,27523
21907,12240,27523
21908,5077,28955
21909,33,4638
21910,443,4638
21911,694,4638
21912,3656,4638
21913,10163,4638
21914,441,68979
21915,5798,11841
21916,8411,28261
21917,4,94393
21918,7816,94393
21919,18136,94393
21920,38617,9695
21921,1533,24653
21922,2441,24653
21923,6246,24653
21924,847,1993
21925,848,1993
21926,849,1993
21927,851,1993
21928,852,1993
21929,853,1993
21930,854,1993
21931,855,1993
21932,856,1993
21933,7100,28710
21934,52165,28710
21935,69051,28710
21936,6,28438
21937,754,11945
21938,6181,11945
21939,3268,12554
21940,3559,12554
21941,10571,12554
21942,4400,26598
21943,7922,26598
21944,64,5691
21945,7508,5691
21946,268,6443
21947,1618,6443
21948,4247,6443
21949,5754,6443
21950,16110,6443
21951,19677,6443
21952,75860,6443
21953,81693,6443
21954,81694,6443
21955,4,1738
21956,449,1738
21957,497,1738
21958,831,1738
21959,8000,1738
21960,14,1253
21961,932,1253
21962,5358,38021
21963,6584,38021
21964,6586,38021
21965,15316,38021
21966,15671,38021
21967,18367,38021
21968,21972,38021
21969,37762,38021
21970,37763,38021
21971,289,15163
21972,911,15163
21973,2233,15163
21974,6194,14375
21975,10102,14375
21976,13786,14375
21977,22393,14375
21978,1631,10845
21979,3887,10845
21980,29003,10845
21981,8411,31659
21982,3267,15582
21983,7108,42999
21984,9387,42999
21985,4,1949
21986,6194,1949
21987,11317,1949
21988,12413,11330
21989,17516,11330
21990,5975,99259
21991,96003,99259
21992,2181,10942
21993,3063,10942
21994,25188,10942
21995,1063,7006
21996,12026,7006
21997,6354,11199
21998,9195,11199
21999,92534,41393
22000,2226,9784
22001,13850,25530
22002,73180,25530
22003,7956,36610
22004,9961,36610
22005,306,50812
22006,897,27864
22007,10492,27864
22008,2,8965
22009,28205,14710
22010,3914,14624
22011,3915,14624
22012,449,1271
22013,923,1271
22014,2994,1271
22015,2995,1271
22016,6194,1271
22017,7636,1271
22018,78685,1271
22019,8411,18019
22020,33,64142
22021,33,61648
22022,288,14055
22023,1522,14055
22024,4171,14055
22025,7419,14055
22026,7429,14055
22027,35803,14055
22028,12,2267
22029,20569,2267
22030,83,6691
22031,591,6691
22032,685,1255
22033,822,1255
22034,945,1255
22035,946,1255
22036,6194,47249
22037,34102,47249
22038,5358,49709
22039,6916,49709
22040,19385,49709
22041,21321,49709
22042,39718,49709
22043,78964,49709
22044,78965,49709
22045,5112,31040
22046,3603,50185
22047,29207,50185
22048,33,25105
22049,1267,2977
22050,2689,2977
22051,6342,2977
22052,1980,25062
22053,43,16727
22054,6235,16727
22055,686,5413
22056,1898,5413
22057,3488,5413
22058,5778,5413
22059,40605,5413
22060,71357,5413
22061,5070,46916
22062,4,52679
22063,43,14434
22064,3291,27919
22065,36108,27919
22066,71808,27919
22067,10568,47837
22068,1267,11494
22069,19191,11494
22070,19578,11494
22071,24038,11494
22072,21138,19936
22073,559,9963
22074,1172,9963
22075,2378,9963
22076,33,14001
22077,2061,14001
22078,23019,14001
22079,5,2355
22080,2608,2355
22081,3800,2355
22082,7295,2355
22083,11708,2355
22084,1632,16385
22085,5176,16385
22086,4,7485
22087,435,7485
22088,57421,7485
22089,444,9793
22090,1600,9793
22091,2890,9793
22092,308,1273
22093,3463,1273
22094,6194,1273
22095,30900,1273
22096,70995,1273
22097,3310,17388
22098,10845,17388
22099,8724,4657
22100,29052,4657
22101,57625,4657
22102,57626,4657
22103,57627,4657
22104,57628,4657
22105,57629,4657
22106,20091,42595
22107,25286,42595
22108,856,19495
22109,3622,19495
22110,3623,19495
22111,3624,19495
22112,8411,27263
22113,234,9075
22114,264,9075
22115,865,9075
22116,1991,9075
22117,2254,9075
22118,4247,9075
22119,4508,9075
22120,7307,9075
22121,8676,9075
22122,11921,9075
22123,12046,9075
22124,16618,9075
22125,21972,9075
22126,23192,9075
22127,23238,9075
22128,25487,9075
22129,25488,9075
22130,4641,20527
22131,881,37513
22132,9209,43976
22133,60000,43976
22134,9209,43974
22135,54377,43974
22136,11510,83346
22137,393,56474
22138,2468,56474
22139,3244,56474
22140,5,42066
22141,1115,11958
22142,2756,11958
22143,6586,11958
22144,10572,11958
22145,11261,11958
22146,3781,192675
22147,11672,5177
22148,3715,20122
22149,3716,20122
22150,28762,20122
22151,6,33673
22152,88601,297853
22153,88602,297853
22154,3172,18437
22155,36175,18437
22156,10330,38432
22157,14,8270
22158,158,8270
22159,7,9955
22160,3159,16201
22161,497,10172
22162,2780,10172
22163,4361,10172
22164,73971,10172
22165,79,1683
22166,1786,1683
22167,6194,1683
22168,15763,1683
22169,19965,1683
22170,490,10107
22171,2,1267
22172,6125,1267
22173,5614,16018
22174,24206,22311
22175,152,13249
22176,6,175027
22177,284,1272
22178,289,1272
22179,2452,1272
22180,20478,1272
22181,5488,23024
22182,737,1590
22183,739,1590
22184,9,32390
22185,2700,32390
22186,3823,32390
22187,14,9903
22188,1557,9903
22189,2448,9903
22190,12260,9903
22191,306,28433
22192,1115,10798
22193,1394,10798
22194,5358,10798
22195,12096,10798
22196,20007,10798
22197,20008,10798
22198,43711,47848
22199,2230,13377
22200,8811,13377
22201,1077,14945
22202,7967,14945
22203,11734,14945
22204,4169,11515
22205,5237,11515
22206,11737,11515
22207,57206,11515
22208,5,7183
22209,497,7183
22210,4,8271
22211,27,8271
22212,2363,8271
22213,4607,8271
22214,306,1534
22215,444,1534
22216,445,1534
22217,11317,1534
22218,6194,13158
22219,6759,13158
22220,6760,13158
22221,13534,13158
22222,33423,13158
22223,60,118536
22224,17139,118536
22225,4376,23397
22226,14568,23397
22227,428,35838
22228,1398,35838
22229,8016,35838
22230,11398,35838
22231,3763,20405
22232,737,18777
22233,2150,18777
22234,8802,18777
22235,68097,18777
22236,59453,16392
22237,77226,63951
22238,12443,32627
22239,3823,1407
22240,5358,1407
22241,6586,1407
22242,7799,1407
22243,11942,1407
22244,22997,1407
22245,31660,1407
22246,84482,1407
22247,84483,1407
22248,56041,81309
22249,737,15534
22250,3172,15534
22251,12026,15534
22252,51596,15534
22253,51597,15534
22254,65820,30694
22255,78172,30694
22256,78173,30694
22257,713,1441
22258,714,1441
22259,12,6145
22260,97,6145
22261,16946,6145
22262,41359,6145
22263,3616,54659
22264,58870,54659
22265,10330,48994
22266,3287,10294
22267,23890,10294
22268,224,1987
22269,97,13067
22270,3323,13067
22271,10039,13067
22272,288,10111
22273,441,30307
22274,686,1268
22275,10163,1268
22276,2274,21810
22277,5267,21810
22278,158,9785
22279,915,9785
22280,7937,9785
22281,24902,9785
22282,58262,9785
22283,89895,9785
22284,2448,13280
22285,2940,14636
22286,2941,14636
22287,2953,14636
22288,7571,14636
22289,10339,14636
22290,43842,14636
22291,5,559
22292,326,559
22293,19551,559
22294,79,1950
22295,430,1950
22296,812,1950
22297,813,1950
22298,6194,1950
22299,1392,13352
22300,2504,13352
22301,6254,13352
22302,4,28304
22303,3468,28304
22304,15104,24397
22305,15105,24397
22306,192,20525
22307,13662,38907
22308,3788,18549
22309,3789,18549
22310,2,37933
22311,10342,37933
22312,11846,37933
22313,11847,37933
22314,12516,37933
22315,12539,37933
22316,20192,37933
22317,306,20025
22318,16636,14240
22319,2777,13574
22320,2776,13569
22321,308,13171
22322,846,13171
22323,10059,13171
22324,68952,16447
22325,58,4977
22326,4288,4977
22327,12050,4977
22328,25487,15008
22329,6,31866
22330,306,46875
22331,310,27904
22332,5381,27904
22333,22625,27904
22334,24372,27904
22335,25818,27904
22336,28410,27904
22337,61201,27904
22338,61202,27904
22339,75515,27904
22340,78242,27904
22341,19176,19947
22342,208,43969
22343,856,43969
22344,54377,43969
22345,1038,2269
22346,1039,2269
22347,1040,2269
22348,1917,11798
22349,2452,11798
22350,2690,11798
22351,3519,11798
22352,33,4964
22353,10105,4964
22354,12,2976
22355,289,2976
22356,2378,2976
22357,70994,2976
22358,2449,8421
22359,2450,8421
22360,2734,41380
22361,3055,41380
22362,6379,41380
22363,284,1562
22364,359,1562
22365,785,1562
22366,2452,1562
22367,2890,1562
22368,10890,1562
22369,33,13159
22370,10210,13159
22371,35,14547
22372,3847,14547
22373,19342,14547
22374,52071,14547
22375,52072,14547
22376,2521,11205
22377,42393,11205
22378,8411,38077
22379,32,10004
22380,1558,10004
22381,13153,10004
22382,45725,43397
22383,27,810
22384,521,810
22385,491,5723
22386,11571,5723
22387,25489,5723
22388,2,285
22389,130,285
22390,19936,285
22391,35,12526
22392,1305,12526
22393,12691,12526
22394,335,3432
22395,2273,3432
22396,2274,3432
22397,7295,3432
22398,768,1872
22399,769,1872
22400,770,1872
22401,771,1872
22402,1840,15568
22403,87838,15568
22404,3241,14207
22405,5730,14207
22406,19528,14207
22407,31848,24200
22408,13716,50153
22409,1688,5488
22410,2269,15860
22411,3407,15860
22412,4054,15860
22413,11414,15860
22414,2498,8748
22415,559,3489
22416,713,3489
22417,1063,3489
22418,1216,55823
22419,30931,55823
22420,7770,10063
22421,13534,10063
22422,1435,12225
22423,1436,12225
22424,9987,12225
22425,79,298
22426,129,298
22427,2596,298
22428,6194,298
22429,616,10832
22430,694,10832
22431,1370,10832
22432,5358,10832
22433,6301,10832
22434,310,36143
22435,312,36143
22436,849,36143
22437,5609,36143
22438,6301,36143
22439,11433,36143
22440,11686,36143
22441,11687,36143
22442,11688,36143
22443,2441,14064
22444,2756,14064
22445,2818,14064
22446,2854,14064
22447,694,13742
22448,856,13742
22449,2360,13742
22450,5358,13742
22451,6301,13742
22452,11246,13742
22453,19233,13742
22454,230,2241
22455,74807,39465
22456,74807,12561
22457,622,36679
22458,6,40765
22459,6,30574
22460,308,18206
22461,13358,18206
22462,35,1691
22463,1633,1691
22464,3287,1691
22465,4,29617
22466,310,1990
22467,7428,1990
22468,9209,1990
22469,90743,170261
22470,1950,22049
22471,86473,22049
22472,5,9408
22473,2251,9408
